2025-08-23 04:00:18,943 INFO    MainThread:6437 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250823_040018-rk6hz3jf/logs/debug.log
2025-08-23 04:00:18,944 INFO    MainThread:6437 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250823_040018-rk6hz3jf/logs/debug-internal.log
2025-08-23 04:00:18,944 INFO    MainThread:6437 [wandb_init.py:init():830] calling init triggers
2025-08-23 04:00:18,944 INFO    MainThread:6437 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'function': 'broyden_tridiagonal_function', 'method': 'truncated', 'n': 100000, '_wandb': {}}
2025-08-23 04:00:18,944 INFO    MainThread:6437 [wandb_init.py:init():871] starting backend
2025-08-23 04:00:18,944 INFO    MainThread:6437 [wandb_init.py:init():874] sending inform_init request
2025-08-23 04:00:18,945 INFO    MainThread:6437 [wandb_init.py:init():882] backend started and connected
2025-08-23 04:00:18,945 INFO    MainThread:6437 [wandb_init.py:init():953] updated telemetry
2025-08-23 04:00:18,973 INFO    MainThread:6437 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-23 04:00:19,637 INFO    MainThread:6437 [wandb_init.py:init():1029] starting run threads in backend
2025-08-23 04:00:19,685 INFO    MainThread:6437 [wandb_run.py:_console_start():2494] atexit reg
2025-08-23 04:00:19,685 INFO    MainThread:6437 [wandb_run.py:_redirect():2342] redirect: wrap_raw
2025-08-23 04:00:19,685 INFO    MainThread:6437 [wandb_run.py:_redirect():2411] Wrapping output streams.
2025-08-23 04:00:19,685 INFO    MainThread:6437 [wandb_run.py:_redirect():2434] Redirects installed.
2025-08-23 04:00:19,685 INFO    MainThread:6437 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-23 04:06:27,212 INFO    MainThread:6437 [wandb_run.py:_finish():2260] finishing run salvatore-nocita25-politecnico-di-torino/truncated_newton/rk6hz3jf
2025-08-23 04:06:27,212 INFO    MainThread:6437 [wandb_run.py:_atexit_cleanup():2459] got exitcode: 0
2025-08-23 04:06:27,212 INFO    MainThread:6437 [wandb_run.py:_restore():2441] restore
2025-08-23 04:06:27,212 INFO    MainThread:6437 [wandb_run.py:_restore():2447] restore done
2025-08-23 04:06:28,263 INFO    MainThread:6437 [wandb_run.py:_footer_history_summary_info():3895] rendering history
2025-08-23 04:06:28,263 INFO    MainThread:6437 [wandb_run.py:_footer_history_summary_info():3927] rendering summary
2025-08-23 04:06:28,264 INFO    MainThread:6437 [wandb_run.py:_footer_sync_info():3856] logging synced files
