2025-08-18 22:40:19,759 INFO    MainThread:20361 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250818_224019-t4k40x8h/logs/debug.log
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /Users/lilshoe/Library/Mobile Documents/com~apple~CloudDocs/Politecnico Torino/Anno 2024-2025/Primo Semestre/Numerical Optimization/Projects_Code/Numerical/wandb/run-20250818_224019-t4k40x8h/logs/debug-internal.log
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:init():830] calling init triggers
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:init():835] wandb.init called with sweep_config: {}
config: {'function': 'broyden_tridiagonal_function', 'method': 'modified', 'n': 1000, '_wandb': {}}
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:init():871] starting backend
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:init():874] sending inform_init request
2025-08-18 22:40:19,760 INFO    MainThread:20361 [wandb_init.py:init():882] backend started and connected
2025-08-18 22:40:19,761 INFO    MainThread:20361 [wandb_init.py:init():953] updated telemetry
2025-08-18 22:40:19,782 INFO    MainThread:20361 [wandb_init.py:init():977] communicating run to backend with 90.0 second timeout
2025-08-18 22:40:20,355 INFO    MainThread:20361 [wandb_init.py:init():1029] starting run threads in backend
2025-08-18 22:40:20,392 INFO    MainThread:20361 [wandb_run.py:_console_start():2494] atexit reg
2025-08-18 22:40:20,392 INFO    MainThread:20361 [wandb_run.py:_redirect():2342] redirect: wrap_raw
2025-08-18 22:40:20,392 INFO    MainThread:20361 [wandb_run.py:_redirect():2411] Wrapping output streams.
2025-08-18 22:40:20,392 INFO    MainThread:20361 [wandb_run.py:_redirect():2434] Redirects installed.
2025-08-18 22:40:20,392 INFO    MainThread:20361 [wandb_init.py:init():1075] run started, returning control to user process
2025-08-18 22:40:40,968 INFO    MainThread:20361 [wandb_run.py:_finish():2260] finishing run salvatore-nocita25-politecnico-di-torino/modified_newton/t4k40x8h
2025-08-18 22:40:40,968 INFO    MainThread:20361 [wandb_run.py:_atexit_cleanup():2459] got exitcode: 0
2025-08-18 22:40:40,968 INFO    MainThread:20361 [wandb_run.py:_restore():2441] restore
2025-08-18 22:40:40,968 INFO    MainThread:20361 [wandb_run.py:_restore():2447] restore done
2025-08-18 22:40:42,160 INFO    MainThread:20361 [wandb_run.py:_footer_history_summary_info():3895] rendering history
2025-08-18 22:40:42,161 INFO    MainThread:20361 [wandb_run.py:_footer_history_summary_info():3927] rendering summary
2025-08-18 22:40:42,161 INFO    MainThread:20361 [wandb_run.py:_footer_sync_info():3856] logging synced files
